BLDG|NAME|ADDRESS|CITY|STATE|ROOMS
560|Mckethan Baseball Stadium|2190 STADIUM RD|GAINESVILLE|FL|37
561|Headhouse|2296 MOWRY RD|GAINESVILLE|FL|9
562|James G. Pressly Stadium|325 WOODLAWN DR|GAINESVILLE|FL|18
571|Coastal Engineering Wave Tank|1300 SW 6TH ST|GAINESVILLE|FL|9
572|Coastal Engineering Test Lab|1300 SW 6TH ST|GAINESVILLE|FL|4
573|Sports Field House|2156 STADIUM RD|GAINESVILLE|FL|17
574|Hume Hall Staff Apartments|2107 MUSEUM RD|GAINESVILLE|FL|1
575|Hume Hall East Residence|2103 MUSEUM RD|GAINESVILLE|FL|2
576|Hume Hall Commons Building|2129 MUSEUM RD|GAINESVILLE|FL|12
577|Hume Hall West Residence|2165 MUSEUM RD|GAINESVILLE|FL|4
578|Hume Hall Support Building|2183 MUSEUM RD|GAINESVILLE|FL|1
580|Coastal Engineering Lab|1300 SW 6TH ST|GAINESVILLE|FL|8
584|Headhouse|1447 SABAL PALM DR|GAINESVILLE|FL|5
585|Greenhouse, Plant Pathology|1447 SABAL PALM DR|GAINESVILLE|FL|2
586|Greenhouse, Plant Pathology|1447 SABAL PALM DR|GAINESVILLE|FL|2
587|Solar Energy Test House|2610 SW 23RD TER|GAINESVILLE|FL|2
588|Harry R. Trusler Hall|2088 MUSEUM RD|GAINESVILLE|FL|39
589|Graham Area Office|716 GALE LEMERAND DR|GAINESVILLE|FL|36
590|Thomas M. Simpson Hall|2080 MUSEUM RD|GAINESVILLE|FL|42
591|Klein H. Graham Hall|684 GALE LEMERAND DR|GAINESVILLE|FL|38
592|East Hall|528 GALE LEMERAND DR|GAINESVILLE|FL|54
593|May A. Mann Jennings Hall A|1509 MUSEUM RD|GAINESVILLE|FL|49
594|May A. Mann Jennings Hall B|1509 MUSEUM RD|GAINESVILLE|FL|21
595|May A. Mann Jennings Hall C|1509 MUSEUM RD|GAINESVILLE|FL|61
596|May A. Mann Jennings Hall Office|1515 MUSEUM RD|GAINESVILLE|FL|48
597|Fine Arts A|1389 STADIUM RD|GAINESVILLE|FL|44
598|Fine Arts B|400 SW 13TH ST|GAINESVILLE|FL|22
599|Fine Arts C|1370 INNER RD|GAINESVILLE|FL|169
602|ACS Storage|1632 SW 34TH ST|GAINESVILLE|FL|1
603|Animal Facility Kennel Core Bldg|1632 SW 34TH ST|GAINESVILLE|FL|14
604|ACS Housing #2|1632 SW 34TH ST|GAINESVILLE|FL|1
605|ACS Laundry|1632 SW 34TH ST|GAINESVILLE|FL|9
607|Coastal Engingeering Lab|1300 SW 6TH ST|GAINESVILLE|FL|6
608|ACS Storage|1632 SW 34TH ST|GAINESVILLE|FL|1
609|Surplus Property Warehouse|918 ELMORE DR|GAINESVILLE|FL|5
610|Sanitary Lift Station L2|2466 MUSEUM RD|GAINESVILLE|FL|2
612|Bike Shelter (N/S Dr/Commuter)|UNK|GAINESVILLE|FL|1
613|Sun Shelter|1216 NEWELL DR|GAINESVILLE|FL|1
614|Vet Med Pasture Pole Barn|UNK|GAINESVILLE|FL|1
615|IFAS Wildlife Ecology Storage|2668 HULL RD|GAINESVILLE|FL|3
616|Agric Engineering Field Lab|1505 MUSEUM DR|GAINESVILLE|FL|4
618|Greenhouse, Entomology|2350 MOWRY RD|GAINESVILLE|FL|1
619|Entomology Field Laboratory|2350 MOWRY RD|GAINESVILLE|FL|6
620|Storage Bldg|UNK|GAINESVILLE|FL|1
621|Greenhouse, Plant Pathology|1447 SABAL PALM DR|GAINESVILLE|FL|1
622|Greenhouse, Plant Pathology|1447 SABAL PALM DR|GAINESVILLE|FL|1
623|Greenhouse, Plant Pathology|1447 SABAL PALM DR|GAINESVILLE|FL|1
624|Greenhouse|2005 SW 23RD ST|GAINESVILLE|FL|1
627|Animal Science Hay Barn|2108 SHEALY DR|GAINESVILLE|FL|2
628|Animal Science Pole Barn|2108 SHEALY DR|GAINESVILLE|FL|1
630|Grounds Storage Building|906 ELMORE DRIVE|GAINESVILLE|FL|2
631|Wallace Building|2390 MOWRY RD|GAINESVILLE|FL|26
633|ACS Storage|1632 SW 34TH ST|GAINESVILLE|FL|1
634|Nuclear Sciences|1929 STADIUM RD|GAINESVILLE|FL|216
635|Racing Lab Annex|UNK|GAINESVILLE|FL|17
637|Vet Science Volatile Storage|2195 MOWRY RD|GAINESVILLE|FL|1
638|Nematode Plot Shelter|2350 MOWRY RD|GAINESVILLE|FL|1
639|Conferences and Institutes|2372 MOWRY RD|GAINESVILLE|FL|18
641|ACS Housing|1632 SW 34TH ST|GAINESVILLE|FL|40
642|Greenhouse, Entomology|2350 MOWRY RD|GAINESVILLE|FL|1
643|Nematology Field Lab|2350 MOWRY RD|GAINESVILLE|FL|5
644|Greenhouse, Entomology|2350 MOWRY RD|GAINESVILLE|FL|1
645|Greenhouse, Forestry|2333 MOWRY RD|GAINESVILLE|FL|1
647|UAA Maintenance Storage|2201 SW 2ND AV|GAINESVILLE|FL|6
648|Field Storage|UNK|GAINESVILLE|FL|1
649|Greenhouse, Agronomy|2350 MOWRY RD|GAINESVILLE|FL|1
650|Greenhouse, Plant Pathology|1447 SABAL PALM DR|GAINESVILLE|FL|1
651|Greenhouse, Agronomy|1493 MUSEUM DR|GAINESVILLE|FL|1
655|Winston W. Little Hall|1400 STADIUM RD|GAINESVILLE|FL|280
656|Baseball Locker Room Facility|2168 STADIUM RD|GAINESVILLE|FL|61
657|Delta Phi Epsilon|1115 SW 9th Av|GAINESVILLE|FL|32
658|Agronomy Plant Introduct. Lab|2185 RITCHY RD|GAINESVILLE|FL|1
659|Greenhouse, Botany|1817 MUSEUM RD|GAINESVILLE|FL|1
660|Headhouse/Greenhouse|2350 MOWRY RD|GAINESVILLE|FL|8
662|Storage Bldg|2185 RITCHY RD|GAINESVILLE|FL|1
663|Warehouse|1437 DATE PALM RD|GAINESVILLE|FL|2
664|IFAS Warehouse|1380 SABAL PALM DR|GAINESVILLE|FL|4
665|IFAS Warehouse|1352 SABAL PALM DR|GAINESVILLE|FL|2
666|Greenhouse, Plant Pathology|1447 SABAL PALM DR|GAINESVILLE|FL|1
667|Plant Pathology Growth Room|1447 SABAL PALM DR|GAINESVILLE|FL|4
668|Electrical Engineering Lab|3023 LONGLEAF RD|GAINESVILLE|FL|29
669|Greenhouse,Plant Pathology|2350 MOWRY RD|GAINESVILLE|FL|3
671|Greenhouse, Forestry|2333 MOWRY RD|GAINESVILLE|FL|1
674|Guy Bostick Golf Clubhouse|2801 SW 2ND AV|GAINESVILLE|FL|26
676|Greenhouse, Agronomy|2350 MOWRY RD|GAINESVILLE|FL|1
677|Greenhouse, Forestry|2333 MOWRY RD|GAINESVILLE|FL|3
678|Golf Cart Storage|UNK|GAINESVILLE|FL|2
679|Greenhouse, Forestry|2333 MOWRY RD|GAINESVILLE|FL|1
680|Carpenter Shop|1311 DATE PALM RD|GAINESVILLE|FL|2
681|Workshop/Storage, Forestry|2333 MOWRY RD|GAINESVILLE|FL|3
682|Greenhouse, Fruit Crops|1786 IFAS RESEARCH DR|GAINESVILLE|FL|1
683|EHandS Program Support Building|3051 LONGLEAF RD|GAINESVILLE|FL|19
684|Health Center Surge #4|3075 LONGLEAF RD|GAINESVILLE|FL|22
685|Food/Environ Toxicology Lab|1642 SW 23RD DR|GAINESVILLE|FL|28
686|J. Wayne Reitz Union|655 REITZ UNION DR|GAINESVILLE|FL|620
687|H. Philip Constans Theatre|1800 MCCARTY DR|GAINESVILLE|FL|138
688|Harry H. Sisler Hall|1680 UNION RD|GAINESVILLE|FL|185
689|Library West|1545 W UNIVERSITY AV|GAINESVILLE|FL|288
693|Soils Plant Preparation Lab|2350 MOWRY RD|GAINESVILLE|FL|3
694|Shands Biohazard Waste Storage|1391 CENTER DR|GAINESVILLE|FL|1
695|Generator|513 GALE LEMERAND DR|GAINESVILLE|FL|1
696|Shade House, Plant Pathology|2350 MOWRY RD|GAINESVILLE|FL|1
697|Research Lab|2350 MOWRY RD|GAINESVILLE|FL|6
698|Health Center Surge #2|3047 LONGLEAF RD|GAINESVILLE|FL|16
699|Vet Science Surgery|2173 MOWRY RD|GAINESVILLE|FL|1
700|Physical Plant Offices|3280 RADIO RD|GAINESVILLE|FL|57
701|Physical Plant Work Mgmt Ctr|3274 RADIO RD|GAINESVILLE|FL|14
702|Physical Plant Maintenance|902 MAGNOLIA DR|GAINESVILLE|FL|96
703|Physical Plant Building Svcs|942 MAGNOLIA DR|GAINESVILLE|FL|29
704|Physical Plant Grounds|970 MAGNOLIA DR|GAINESVILLE|FL|20
705|Physical Plant Central Stores|1026 MAGNOLIA DR|GAINESVILLE|FL|11
706|University Transportation|1037 MAGNOLIA DR|GAINESVILLE|FL|7
707|Physical Plant Garage|902 MAGNOLIA DR|GAINESVILLE|FL|1
708|Physical Plant Garage|902 MAGNOLIA DR|GAINESVILLE|FL|1
709|Physical Plant Storage|902 MAGNOLIA DR|GAINESVILLE|FL|1
710|Bio-Tech Lab|2448 HULL RD|GAINESVILLE|FL|19
711|Headhouse|2464 HULL RD|GAINESVILLE|FL|31
712|Volatile Storage|2550 HULL RD|GAINESVILLE|FL|6
713|Bookstore Warehouse|958 ELMORE DR|GAINESVILLE|FL|9
714|Surplus / Facilities Annex|994 ELMORE DR|GAINESVILLE|FL|36
715|U.F. Mail and Documents Services|3030 RADIO RD|GAINESVILLE|FL|18
716|IFAS Mechanical Equipment Bldg|2550 HULL RD|GAINESVILLE|FL|4
717|Willard M. Fifield Hall|2550 HULL RD|GAINESVILLE|FL|354
718|Behavior Lab - Flmnh|3089 RADIO RD|GAINESVILLE|FL|1
719|Materials Engineering|601 GALE LEMERAND DR|GAINESVILLE|FL|113
720|Mechanical and Aerospace Eng B|633 GALE LEMERAND DR|GAINESVILLE|FL|124
721|John R. Benton Hall|946 CENTER DR|GAINESVILLE|FL|68
722|Merwin J. Larsen Hall|968 CENTER DR|GAINESVILLE|FL|115
723|Chemical Engineering|1006 CENTER DR|GAINESVILLE|FL|133
724|Alvin P. Black Hall|1128 CENTER DR|GAINESVILLE|FL|127
725|Mechanical and Aerospace Eng A|939 SWEETWATER DR|GAINESVILLE|FL|114
726|Chemical Eng Solvent Storage|1006 CENTER DR|GAINESVILLE|FL|5
727|ACS Housing|1632 SW 34TH ST|GAINESVILLE|FL|50
728|Greenhouse, Plant Pathology|1447 SABAL PALM DR|GAINESVILLE|FL|1
729|Coastal Engineering Storage|1300 SW 6TH ST|GAINESVILLE|FL|1
730|Fiber Hut Fifield|2472 HULL RD|GAINESVILLE|FL|2
731|Greenhouse, Agronomy|2350 MOWRY RD|GAINESVILLE|FL|1
732|Greenhouse, Soils|2350 MOWRY RD|GAINESVILLE|FL|1
733|Greenhouse, Soils|2350 MOWRY RD|GAINESVILLE|FL|1
734|Greenhouse, Agronomy|2350 MOWRY RD|GAINESVILLE|FL|1
735|Greenhouse, Agronomy|2350 MOWRY RD|GAINESVILLE|FL|1
736|Greenhouse, Agronomy|2350 MOWRY RD|GAINESVILLE|FL|1
737|Research Lab|2668 HULL RD|GAINESVILLE|FL|12
738|Greenhouse, Forestry|2333 MOWRY RD|GAINESVILLE|FL|1
739|Greenhouse, Forestry|2333 MOWRY RD|GAINESVILLE|FL|1
740|Greenhouse, Forestry|2333 MOWRY RD|GAINESVILLE|FL|1
741|Storage Shed, Forestry|2333 MOWRY RD|GAINESVILLE|FL|1
742|Comm and Neurbio Sci Surge #5|3071 LONGLEAF RD|GAINESVILLE|FL|23
743|Swine Unit Feed Shed|2108 SHEALY DR|GAINESVILLE|FL|2
744|Swine Unit Feed Mill|2345 SW 23RD TER|GAINESVILLE|FL|3
745|Coastal Engineering Shops|1300 SW 6TH ST|GAINESVILLE|FL|14
746|Particle Science and Technology|1180 CENTER DR|GAINESVILLE|FL|67
747|William Bartram Hall|876 NEWELL DR|GAINESVILLE|FL|205
748|Archie F. Carr Hall|882 NEWELL DR|GAINESVILLE|FL|177
749|Psychology Building|945 CENTER DR|GAINESVILLE|FL|410
750|Robert Calder Beaty Towers A|1407 MUSEUM RD|GAINESVILLE|FL|22
751|Robert Calder Beaty Towers B|1365 MUSEUM RD|GAINESVILLE|FL|23
752|Robert Calder Beaty Commons C|1387 MUSEUM RD|GAINESVILLE|FL|19
753|Housing Office|1304 DIAMOND RD|GAINESVILLE|FL|63
755|R.C. Beaty Service Bldg F|1308 DIAMOND RD|GAINESVILLE|FL|9
757|Spessard L. Holland Law Center|309 VILLAGE DR|GAINESVILLE|FL|403
758|Chilled Water Plant #7|2422 WEST FRATERNITY DR|GAINESVILLE|FL|4
759|Bruton-Geer Hall|351 VILLAGE DR|GAINESVILLE|FL|146
760|Engineering Design Building|1156 CENTER DR|GAINESVILLE|FL|14
763|Acs Storage|UNK|GAINESVILLE|FL|4
764|Martin H Levin Advocacy Center|411 VILLAGE DR|GAINESVILLE|FL|55
765|Civil Engineering Storage|453 GALE LEMERAND DR|GAINESVILLE|FL|1
766|Swine Unit Methane Shed|2617 SW 23RD TER|GAINESVILLE|FL|2
767|Swine Unit Feed Processing|2345 SW 23RD TER|GAINESVILLE|FL|2
769|Swine Unit Polebarn|2345 SW 23RD TER|GAINESVILLE|FL|2
770|Swine Unit Barn|2345 SW 23RD TER|GAINESVILLE|FL|12
771|Microfabritech West|2230 SURGE AREA DR|GAINESVILLE|FL|21
772|Neurobiological Surge #6|3063 LONGLEAF RD|GAINESVILLE|FL|23
773|Radiation Control Storage|2230 SURGE AREA DR|GAINESVILLE|FL|1
774|Greenhouse, Botany|904 NEWELL DR|GAINESVILLE|FL|1
775|Organic Garden Storage|2617 SW 23RD TER|GAINESVILLE|FL|2
776|Greenhouse|1425 MUSEUM DR|GAINESVILLE|FL|1
777|Greenhouse|1425 MUSEUM DR|GAINESVILLE|FL|1
794|Physical Plant Storage #1|2104 NATURAL AREA DR|GAINESVILLE|FL|24
795|Natl Storage Building|2042 NATURAL AREA DR|GAINESVILLE|FL|1
796|Natural Area Teaching Pavilion|2042 NATURAL AREA DR|GAINESVILLE|FL|1
798|Greenhouse, Entomology|2895 SW 23RD TER|GAINESVILLE|FL|1
801|Transformer Yard #2|1928 MOWRY RD|GAINESVILLE|FL|1
802|Storage Bldg|1311 DATE PALM RD|GAINESVILLE|FL|2
803|Mccarty Annex B|1762 MCCARTY DR|GAINESVILLE|FL|20
804|Ppd Vehicle Wash/Lube Station|902 MAGNOLIA DR|GAINESVILLE|FL|1
805|Mechanics Shop|1354 DATE PALM RD|GAINESVILLE|FL|10
806|Building G|902 MAGNOLIA DR|GAINESVILLE|FL|4
807|Physical Plant Masonry Shop|902 MAGNOLIA DR|GAINESVILLE|FL|2
808|Hvac/Electrical Shop|1311 DATE PALM RD|GAINESVILLE|FL|4
809|Physical Plant Grounds Administration|954 PHYSICAL PLANT DR|GAINESVILLE|FL|18
810|Mccarty Annex A|1728 MCCARTY DR|GAINESVILLE|FL|16
812|Equipment Storage|2350 MOWRY RD|GAINESVILLE|FL|1
813|Warehouse|1437 DATE PALM RD|GAINESVILLE|FL|2
814|Melnyk Golf Practice Facility|UNK|GAINESVILLE|FL|6
815|Roofing Bldg|1437 DATE PALM RD|GAINESVILLE|FL|1
816|Distillation Building|1642 SW 23RD DR|GAINESVILLE|FL|2
819|Agric Engineering Field Lab|2617 SW 23RD TER|GAINESVILLE|FL|1
820|Greenhouse, Zoology|1817 MUSEUM RD|GAINESVILLE|FL|1
821|Golf Club Workshop|UNK|GAINESVILLE|FL|7
822|Golf Club Comfort Station|UNK|GAINESVILLE|FL|2
823|University Gardens Info Ctr|2353 MUSEUM RD|GAINESVILLE|FL|1
824|Greenhouse, Agronomy|2185 RITCHY RD|GAINESVILLE|FL|1
825|Agric Engineering Field Lab|2617 SW 23RD TER|GAINESVILLE|FL|1
829|Field Storage|2617 SW 23RD TER|GAINESVILLE|FL|1
831|Waste Management Facility|3076 LONGLEAF RD|GAINESVILLE|FL|35
832|H.S. Newins-E.A. Ziegler Hall|1745 MCCARTY DR|GAINESVILLE|FL|206
833|Pesticide Lab Annex B|2461 HULL RD|GAINESVILLE|FL|12
834|Greenhouse|2005 SW 23RD ST|GAINESVILLE|FL|1
835|Physical Plant Grounds Storage|UNK|GAINESVILLE|FL|1
836|EHandS Storage|2230 SURGE AREA DR|GAINESVILLE|FL|1
837|Rifle Range|896 SWEETWATER DR|GAINESVILLE|FL|2
838|Chemical Storage|UNK|GAINESVILLE|FL|1
839|Soils Equipment Building|UNK|GAINESVILLE|FL|1
840|Greenhouse, Plant Pathology|1447 SABAL PALM DR|GAINESVILLE|FL|1
841|Greenhouse, Plant Pathology|1447 SABAL PALM DR|GAINESVILLE|FL|2
842|Drying Building|2390 MOWRY RD|GAINESVILLE|FL|7
843|Warehouse|1437 DATE PALM RD|GAINESVILLE|FL|6
844|Environmental Education, Forestry|1723 MCCARTY DR|GAINESVILLE|FL|3
845|Storage Bldg|2390 MOWRY RD|GAINESVILLE|FL|8
846|Greenhouse, Food Science|2501 HULL RD|GAINESVILLE|FL|1
847|Pesticide Information Office|2477 HULL RD|GAINESVILLE|FL|9
848|Nuclear Waste Storage|2230 SURGE AREA DR|GAINESVILLE|FL|1
849|Greenhouse, Forestry|2333 MOWRY RD|GAINESVILLE|FL|1
850|Physical Plant Storage #2|2104 NATURAL AREA DR|GAINESVILLE|FL|13
851|Field Lab, Forestry|1758 MCCARTY DR|GAINESVILLE|FL|2
852|Project/Hvac Controls|1362 DATE PALM RD|GAINESVILLE|FL|3
853|Greenhouse, Plant Pathology|1447 SABAL PALM DR|GAINESVILLE|FL|2
856|Earle B. Phelps Lab|1953 MUSEUM RD|GAINESVILLE|FL|39
858|Greenhouse, Plant Pathology|1447 SABAL PALM DR|GAINESVILLE|FL|2
861|Greenhouse, Plant Pathology|1447 SABAL PALM DR|GAINESVILLE|FL|1
862|Warehouse|1437 DATE PALM RD|GAINESVILLE|FL|1
864|Storage Bldg|2390 MOWRY RD|GAINESVILLE|FL|1
